abolish,0,-45.18373516,-1.569900917,-41.09926249
alleviate,0,-50.06317152,5.97884018,-37.72935908
block,0,-37.77684722,0.695540179,-19.21494242
confront,0,-35.15614974,17.29664303,-29.91441407
counter,0,-49.71468429,4.590181075,-32.9361431
counteract,0,-48.79640501,4.037243548,-34.1770037
curb,0,-57.18190069,9.040800489,-37.03279798
curtail,0,-59.05813907,8.469616134,-37.62911993
cut,0,-45.59840529,-8.198938468,-40.20857431
decrease,0,-52.37730643,-3.134422395,-38.97429075
defuse,0,-38.1991548,19.40876289,-32.34639575
ease,0,-51.49265804,6.729966458,-38.04400445
eliminate,0,-45.8473232,-2.316014166,-40.63148108
erase,0,-33.94156338,15.09379382,-33.96083113
forge,0,-34.71552905,19.4772884,-32.11801408
freeze,0,-44.82669358,-4.155651561,-41.58754
funnel,0,-36.58935825,16.49366326,-41.83989966
halt,0,-38.17716977,5.627222534,-25.1789272
halve,0,-49.1385298,-2.499624492,-39.25196277
increase,0,-52.29228314,-3.104928467,-38.97712197
lessen,0,-48.30640107,-0.243643993,-38.57237898
limit,0,-60.33858157,7.221308026,-38.18213712
maximize,0,-46.91717762,1.960517052,-36.02937365
mediate,0,-37.31085024,18.66024135,-32.1903636
minimize,0,-47.46631217,2.356998381,-35.87613855
mitigate,0,-48.1052627,3.401414395,-35.19173767
outpace,0,-56.67498617,-19.14929089,-40.61260621
outperform,0,-58.53654699,-23.12169756,-39.96720995
outstrip,0,-56.65600597,-19.10649875,-40.61951059
pare,0,-45.48341869,-8.261241196,-40.3143949
quell,0,-38.79728334,19.87570181,-32.39861836
ram,0,-41.6055579,-3.359203961,-12.4960128
reconcile,0,-32.94517597,21.09175185,-27.69612988
rectify,0,-38.56942628,9.640076328,-29.73062616
redress,0,-37.85312489,11.83643358,-30.34118849
reduce,0,-48.30567953,-0.968532489,-38.90155932
regulate,0,-60.92740421,8.820866087,-37.99682186
rein,0,-53.7518658,8.670292479,-37.62626738
relieve,0,-50.13843019,6.056226908,-37.82026268
resolve,0,-35.72422978,17.65657099,-31.85991476
restrain,0,-56.39122901,9.465078901,-36.84285684
restrict,0,-60.11047773,8.16460797,-37.93489244
reverse,0,-38.15647561,5.453700816,-25.2457031
shave,0,-47.34911309,-9.723152845,-38.01815085
slash,0,-46.88788037,-4.348522993,-39.40920783
smash,0,-41.68735016,-3.416172766,-11.9893025
solve,0,-35.4071658,17.14176297,-32.11610398
stall,0,-38.02272137,3.732385967,-24.24581139
steer,0,-36.42995896,17.10078761,-41.77097306
stop,0,-38.18496688,5.162543394,-23.6281284
trim,0,-46.79384841,-8.46425,-38.98507415
underperform,0,-58.55946517,-23.1669612,-39.96105206
undo,0,-38.59304104,9.284705038,-29.50456427
announce,1,4.846046062,-1.343593691,-57.46233141
automate,1,-26.29603069,-4.444825616,-69.66727
broaden,1,-24.59399134,7.579896712,-70.36481346
buoy,1,-0.043008577,15.7137948,-76.55611235
clothe,1,-3.515480292,15.77558549,-89.29579776
conserve,1,1.601416488,14.25332026,-81.5261587
consolidate,1,-22.66501232,6.479788814,-68.33003149
deploy,1,2.564636408,-7.128970566,-76.71552677
dispatch,1,5.027687365,-3.399204717,-74.19840346
diversify,1,-23.20955352,8.462715538,-69.55514138
enlarge,1,-23.48712217,5.818814807,-70.73711237
evacuate,1,5.207319031,-3.149280597,-73.90129305
expand,1,-23.40450026,7.765905096,-69.68081617
feed,1,-3.303048704,15.48688833,-89.48801378
forage,1,-3.306578975,15.03191965,-90.47694456
inaugurate,1,2.18961229,0.482868089,-59.44081427
introduce,1,2.025942262,1.582849322,-56.84777192
invent,1,-10.37159961,8.442308938,-66.45651525
invigorate,1,-14.21236034,7.389286848,-59.011968
launch,1,1.944479454,-8.067265458,-77.2840558
liquidate,1,-15.42450755,1.354891585,-67.23849875
marshal,1,4.547619684,-4.067358195,-75.09340537
modernize,1,-17.8046132,7.909278284,-71.15852227
mount,1,1.767387212,-8.343255121,-77.44969561
orchestrate,1,-9.458052498,10.35118368,-53.71163328
overhaul,1,-17.26641942,-1.474881275,-71.79315132
preserve,1,-0.615638313,16.08755666,-72.84821753
privatize,1,-20.28223942,-0.329742878,-68.52887792
ration,1,-2.101418259,15.0039643,-88.17083877
realign,1,-18.46441532,3.881719196,-69.01618918
recast,1,-7.511845433,5.118308608,-55.54717323
reconfigure,1,-19.65004824,3.609258541,-71.18771959
recycle,1,4.69563273,12.21983029,-84.00106649
redesign,1,-18.08206413,0.114002937,-71.15903576
refill,1,-0.193858436,15.85869526,-82.0052898
refocus,1,-14.30059282,6.863752238,-68.09818733
reform,1,-16.83620534,-2.316726867,-72.35857768
reintroduce,1,1.948464769,1.719192919,-56.65274968
reinvent,1,-11.40935276,7.954581056,-66.68916461
reinvigorate,1,-12.86917116,6.677430877,-59.2866055
rejuvenate,1,-12.04365765,6.753753893,-58.96166884
relocate,1,6.526635641,-1.442026447,-71.92578005
remake,1,-6.294281466,4.12588542,-55.50602724
rename,1,-6.697012046,8.698530486,-55.9659784
reopen,1,7.602787039,-1.23668572,-70.18323672
reorganize,1,-17.86816843,2.719426421,-68.8356975
replenish,1,0.833017776,14.92356883,-81.32847507
reposition,1,-12.86988289,7.358458829,-67.35317827
rescue,1,-10.79664466,6.170912397,-51.66749455
reshape,1,-13.84517186,5.312830008,-61.0614361
restore,1,-0.465781469,16.11721652,-73.03077234
restructure,1,-17.7398907,1.652564863,-68.96095716
resurrect,1,-9.468491718,7.21059272,-55.55124688
resuscitate,1,-9.672660079,7.651721926,-55.52660861
retool,1,-14.98191999,6.92326932,-68.7620811
reuse,1,4.308776097,12.15354104,-84.30820291
revamp,1,-18.26762749,0.604422807,-69.64919851
revitalize,1,-11.63914356,6.793398351,-58.30180926
revive,1,-10.99657841,7.04056199,-57.30344565
salvage,1,-10.49914438,6.471113149,-52.74054457
scrap,1,6.63054678,11.83438057,-83.75088606
simplify,1,-24.97562415,-2.945972834,-69.7433973
solidify,1,-23.85103034,6.720326567,-65.83932929
spearhead,1,-16.15352702,-3.624112357,-73.30854729
stabilize,1,0.386795668,15.9655759,-75.94538423
standardize,1,-26.20720989,-3.754592736,-69.35367793
streamline,1,-24.56120784,-2.869411707,-69.71836683
televise,1,7.678971337,-1.082655655,-69.28079385
unveil,1,2.344582703,0.838230781,-57.9235588
upgrade,1,-18.14666131,8.189860597,-71.32821224
widen,1,-24.4206045,6.476651547,-70.95595124
arm,2,-39.5019379,-78.6776605,29.86717856
attach,2,-43.34612599,-57.27886363,18.2194717
bag,2,-25.93894719,-75.73310617,26.22277996
bark,2,-45.51690211,-60.26034317,34.42151731
bed,2,-19.239402,-76.71165946,9.012681533
belt,2,-23.8879179,-68.44930859,25.09225532
bicycle,2,-23.44091077,-77.19441301,23.71511554
blanket,2,-23.24256513,-75.8136221,8.968085502
blister,2,-47.08324531,-77.13392159,32.8428692
bolt,2,-35.69630671,-61.86988166,20.1424305
bottle,2,-26.30465487,-75.84941098,26.01888585
bow,2,-36.95071457,-75.34015867,30.19255768
brace,2,-41.16750304,-79.56602386,29.25601296
bruise,2,-46.4418936,-77.74075352,32.38905791
bubble,2,-27.97197988,-54.32706796,5.532570281
bulge,2,-31.60225248,-61.50413528,19.40285749
cart,2,-23.63565304,-77.11608742,23.90986721
cement,2,-28.7198909,-56.46786894,8.710339559
chair,2,-19.25688105,-76.30733419,9.724643473
claw,2,-28.97007314,-63.09714872,27.93291342
cock,2,-26.83848511,-63.46941441,27.85062611
coil,2,-32.25212683,-62.86495671,18.33390785
crouch,2,-25.83267887,-60.6669569,28.66180916
dart,2,-23.59516176,-56.72314641,28.93209548
decay,2,-51.85009332,-73.02563905,34.32692663
disconnect,2,-45.75361347,-54.1489364,14.09701623
dive,2,-21.76673518,-54.87702528,24.76467591
fasten,2,-42.65231916,-58.5082429,19.75833374
flap,2,-33.5062947,-63.04339458,20.4582773
flesh,2,-45.56248864,-60.34507079,34.38773628
fracture,2,-46.26088447,-78.11381145,32.1178372
fuse,2,-32.18358974,-63.1158847,17.7399486
gear,2,-21.69948287,-69.13267105,23.57941206
hamstring,2,-44.01533656,-78.81705786,31.41552216
hand,2,-37.12963877,-78.90914471,29.52622788
harness,2,-22.37724443,-68.94085955,24.03659508
head,2,-37.73202568,-77.37911728,29.90410588
hitch,2,-21.02437728,-55.67235212,26.53831621
hoist,2,-42.65185374,-59.60874615,21.35838976
hop,2,-20.91611376,-55.52595119,25.6722177
insert,2,-43.63425223,-56.83191526,17.65812015
iron,2,-28.52460757,-56.45485759,8.372194806
lap,2,-19.91304556,-76.8577278,10.8171303
mirror,2,-17.17590482,-76.34754152,11.04225574
nest,2,-18.98413805,-78.29725576,7.656475384
paddle,2,-22.4022962,-57.00888872,27.35198155
pair,2,-25.26474694,-75.41265049,27.46504548
pen,2,-35.31014206,-79.93603249,29.04173127
perch,2,-24.3350675,-60.61901919,27.59394392
pipe,2,-28.92096758,-57.89615013,6.232953403
plug,2,-44.22805497,-55.94082965,16.55347434
pocket,2,-36.60999249,-79.32798462,29.38160831
ride,2,-19.91612382,-55.69298096,25.14997969
rot,2,-51.40469463,-73.31511091,34.26517582
rust,2,-50.1371134,-74.18301399,34.11567631
saddle,2,-24.72649488,-66.60203933,25.53624743
scar,2,-48.6038721,-75.82421608,33.46864391
